Entry ID,Structure Author,Crystal Growth Procedure,Structural Genomics Project Center Name,PubMed Central ID,PubMed ID,Release Date,Ligand,PDB ID,Disulfide Bond Count per Deposited Model,Structure Determination Methodology,Data Collection Resolution,DOI,Title,Expression Host,Source Organism,Molecular Weight (Entity),Oligomeric State,Glycosylation Site,SLC_ID
4M90,"Mohorko, E., Owen, R.L., Malojcic, G., Brozzo, M.S., Aebi, M., Glockshuber, R.","0.2 M KSCN, 10.5% PEG  
8K, 10% PEG 1K in 100 mM cacodylic acid-NaOH, pH 6.5, VAPOR DIFFUSION, SITTING DROP",,,24685145,2014-03-26,,4M90,1,experimental,1.6,10.1016/j.str.2014.02.013,Structural basis of substrate specificity of human oligosaccharyl transferase subunit n33/tusc3 and its role in regulating protein N-glycosylation.,Escherichia coli,Homo sapiens,19.142,Monomer,,TUSC3
4M8G,"Mohorko, E., Owen, R.L., Malojcic, G., Brozzo, M.S., Aebi, M., Glockshuber, R.","0.2 M KSCN, 10.5% PEG 8K, 10% PEG 1K in 100 mM cacodylic acid-NaOH, pH 6.5, VAPOR DIFFUSION, SITTING DROP",,,24685145,2014-03-26,,4M8G,2,experimental,2,10.1016/j.str.2014.02.013,Structural basis of substrate specificity of human oligosaccharyl transferase subunit n33/tusc3 and its role in regulating protein N-glycosylation.,Escherichia coli,Homo sapiens,19.47,Monomer,,TUSC3
,,,,,,,,,,,,,,,,,Monomer,,TUSC3
4M91,"Mohorko, E., Owen, R.L., Malojcic, G., Brozzo, M.S., Aebi, M., Glockshuber, R.","0.2 M KSCN, 
10.5% PEG 8K, 10% PEG 1K in 100 mM cacodylic acid-NaOH, pH 6.5, VAPOR DIFFUSION, SITTING DROP",,,24685145,2014-03-26,,4M91,1,experimental,1.1,10.1016/j.str.2014.02.013,Structural basis of substrate specificity of human oligosaccharyl transferase subunit n33/tusc3 and its role in regulating protein N-glycosylation.,Escherichia coli,Homo sapiens,19.126,Hetero 2-mer,,TUSC3
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,1.495,,,TUSC3
4M92,"Mohorko, E., Owen, R.L., Malojcic, G., Brozzo, M.S., Aebi, M., Glockshuber, R.",,,,24685145,2014-03-26,,4M92,1,experimental,1.6,10.1016/j.str.2014.02.013,Structural basis of substrate specificity of human oligosaccharyl transferase subunit n33/tusc3 and its role in regulating protein N-glycosylation.,Escherichia coli,Homo sapiens,19.126,Hetero 2-mer,,TUSC3
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,1.835,,,TUSC3
,,,,,,,,,,,,,,,,,,,MAGT1
6S7T,"Ramirez, A.S., Kowal, J., Locher, K.P.",,,,31831667,2019-12-18,,6S7T,,experimental,,10.1126/science.aaz3505,Cryo-electron microscopy structures of human oligosaccharyltransferase complexes OST-A and OST-B.,,Homo sapiens,93.781,Hetero 10-mer,N-Glycosylation,MAGT1
,,,,,,,,,,,,,,,Homo sapiens,4.196,,,MAGT1
,,,,,,,,,,,,,,,Homo sapiens,9.084,,,MAGT1
,,,,,,,,,,,,,,,Homo sapiens,12.504,,N-Glycosylation,MAGT1
,,,,,,,,,,,,,,,Homo sapiens,68.656,,,MAGT1
,,,,,,,,,,,,,,,Homo sapiens,69.348,,,MAGT1
,,,,,,,,,,,,,,,Homo sapiens,50.754,,N-Glycosylation,MAGT1
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,38.082,,,MAGT1
,,,,,,,,,,,,,,,Homo sapiens,32.271,,,MAGT1
,,,,,,,,,,,,,,,Homo sapiens,0.589,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,N-Glycosylation,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MAGT1
,,,,,,,,,,,,,,,,,,,MFSD10
6S4M,"Pascoa, T.C., Pike, A.C.W., Bushell, S.R., Quigley, A., Chu, A., Mukhopadhyay, S.M.M., Shrestha, L., Venkaya, S., Chalk, R., Burgess-Brown, N.A., Edwards, A.M., Arrowsmith, C.H., Bountra, C., Carpenter, E.P., Structural Genomics Consortium (SGC)",0.1M ADA pH6.5 -- 0.2M lithium citrate -- 30% PEG400,Structural Genomics Consortium,,,2020-05-13,,6S4M,,experimental,2.4,,Crystal structure of the human organic anion transporter TETRAN (MFSD10),Spodoptera frugiperda,Homo sapiens,48.038,Monomer,,MFSD10
,,,,,,,,,,,,,,,,,,,SV2C
6ES1,"Gustafsson, R., Masuyer, G., Stenmark, P.","0.160 mM HcA2 (8.27 mg/mL), 0.160 mM SV2CL4 (2.24 mg/mL), 2 mM Sialylated Thomsen-Friedenreich carbohydrate antigen (Sialyl-T). Reservoir solution: 200 mM CaCl2, 100 mM MES pH 6.0, 20 % PEG 6000",,PMC5923319,29649119,2018-04-25,,6ES1,,experimental,2,10.3390/toxins10040153,Crystal Structure of Botulinum Neurotoxin A2 in Complex with the Human Protein Receptor SV2C Reveals Plasticity in Receptor Binding.,Escherichia coli BL21(DE3),Clostridium botulinum,51.643,Hetero 2-mer,,SV2C
,,,,,,,,,,,,,,Escherichia coli BL21(DE3),Homo sapiens,13.878,,,SV2C
5MOY,"Benoit, R.M., Scharer, M.A.","20% PEG 8000, 65 mM Hepes",,PMC5333631,28252640,2017-03-15,,5MOY,1,experimental,2.3,10.1038/srep43588,Crystal structure of the BoNT/A2 receptor-binding domain in complex with the luminal domain of its neuronal receptor SV2C.,Escherichia coli,Clostridium botulinum,49.6,Hetero 2-mer,,SV2C
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,15.985,,,SV2C
4JRA,"Benoit, R.M., Frey, D., Wieser, M.M., Jaussi, R., Schertler, G.F.X., Capitani, G., Kammerer, R.A.","100 mM Hepes pH 7.5, 6% PEG 8000, 8% Glycerol, 100 mM NaCl, VAPOR DIFFUSION, temperature 293K",,,24240280,2013-11-20,,4JRA,,experimental,2.3,10.1038/nature12732,Structural basis for recognition of synaptic vesicle protein 2C by botulinum neurotoxin A.,Escherichia coli,Clostridium botulinum,51.725,Hetero 2-mer,,SV2C
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,15.985,Hetero 2-mer,,SV2C
5JMC,"Yao, G., Zhang, S., Mahrhold, S., Lam, K., Stern, D., Bagramyan, K., Perry, K., Kalkum, M., Rummel, A., Dong, M., Jin, R.","100 mM sodium cacodylate, pH 6.5, 13% polyethylene glycol (PEG) 3350, 200 mM NaCl",,PMC5033645,27294781,2016-06-15,,5JMC,,experimental,2.64,10.1038/nsmb.3245,N-linked glycosylation of SV2 is required for binding and uptake of botulinum neurotoxin A.,Escherichia coli,Clostridium botulinum,50.472,Hetero 2-mer,,SV2C
,,,,,,,,,,,,,,Escherichia coli,Rattus norvegicus,14.522,Hetero 2-mer,,SV2C
,,,,,,,,,,,,,,,,,Hetero 2-mer,,SV2C
,,,,,,,,,,,,,,,,,Hetero 2-mer,,SV2C
5JLV,"Yao, G., Zhang, S., Mahrhold, S., Lam, K., Stern, D., Bagramyan, K., Perry, K., Kalkum, M., Rummel, A., Dong, M., Jin, R.","0.1 M sodium acetate pH 4.6, 20% PEG 3350, 0.2 M ammonium phosphate monobasic, 4% polypropylene glycol P 400",,PMC5033645,27294781,2016-06-15,,5JLV,,experimental,2,10.1038/nsmb.3245,N-linked glycosylation of SV2 is required for binding and uptake of botulinum neurotoxin A.,Escherichia coli,Clostridium botulinum,49.877,Hetero 2-mer,N-Glycosylation,SV2C
,,,,,,,,,,,,,,Mammalian expression vector pCBio,Homo sapiens,13.591,Hetero 2-mer,,SV2C
,,,,,,,,,,,,,,,,,,,SV2C
,,,,,,,,,,,,,,,,,,,SV2C
,,,,,,,,,,,,,,,,,,,SV2C
,,,,,,,,,,,,,,,,,,,SV2C
,,,,,,,,,,,,,,,,,,,SV2C
,,,,,,,,,,,,,,,,,,N-Glycosylation,SV2C
,,,,,,,,,,,,,,,,,,,SV2C
,,,,,,,,,,,,,,,,,,,SV2C
,,,,,,,,,,,,,,,,,,,SV2C
,,,,,,,,,,,,,,,,,,,SV2C
,,,,,,,,,,,,,,,,,,,SV2A
8JLI,"Yamagata, A.",,,PMC11026379,38637505,2024-05-01,,8JLI,,experimental,,10.1038/s41467-024-47322-4,Structural basis for antiepileptic drugs and botulinum neurotoxin recognition of SV2A.,Spodoptera frugiperda,Homo sapiens,83.774,Homo 2-mer,,SV2A
8YF0,"Qu, Q., Liu, S., Zhou, Z.",,,,,2024-06-12,,8YF0,,experimental,,,Cryo-EM structure of human SV2A,Homo sapiens,Homo sapiens,84.395,Homo 2-mer,,SV2A
8YF1,"Qu, Q., Liu, S., Zhou, Z.",,,,,2024-06-12,,8YF1,,experimental,,,Cryo-EM structure of human SV2A in complex with Brivaracetam,Homo sapiens,Homo sapiens,84.395,Homo 2-mer,,SV2A
8JLE,"Yamagata, A.",,,PMC11026379,38637505,2024-05-01,,8JLE,,experimental,,10.1038/s41467-024-47322-4,Structural basis for antiepileptic drugs and botulinum neurotoxin recognition of SV2A.,Spodoptera frugiperda,Homo sapiens,12.797,Hetero 2-mer,N-Glycosylation,SV2A
,,,,,,,,,,,,,,Escherichia coli,Clostridium botulinum,49.456,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
8JLC,"Yamagata, A.",,,PMC11026379,38637505,2024-05-01,,8JLC,,experimental,,10.1038/s41467-024-47322-4,Structural basis for antiepileptic drugs and botulinum neurotoxin recognition of SV2A.,Escherichia coli,Clostridium botulinum,49.456,Hetero 2-mer,N-Glycosylation,SV2A
,,,,,,,,,,,,,,Spodoptera frugiperda,Homo sapiens,83.774,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
8JS9,"Yamagata, A.",,,PMC11026379,38637505,2024-05-01,,8JS9,,experimental,,10.1038/s41467-024-47322-4,Structural basis for antiepileptic drugs and botulinum neurotoxin recognition of SV2A.,Spodoptera frugiperda,Homo sapiens,83.774,Hetero 2-mer,N-Glycosylation,SV2A
,,,,,,,,,,,,,,Escherichia coli,Clostridium botulinum,49.456,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
8K77,"Yamagata, A.",,,PMC11026379,38637505,2024-05-01,,8K77,,experimental,,10.1038/s41467-024-47322-4,Structural basis for antiepileptic drugs and botulinum neurotoxin recognition of SV2A.,Spodoptera frugiperda,Homo sapiens,83.774,Hetero 2-mer,N-Glycosylation,SV2A
,,,,,,,,,,,,,,Escherichia coli,Clostridium botulinum,49.456,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
8JLF,"Yamagata, A.",,,PMC11026379,38637505,2024-05-01,,8JLF,,experimental,,10.1038/s41467-024-47322-4,Structural basis for antiepileptic drugs and botulinum neurotoxin recognition of SV2A.,Spodoptera frugiperda,Homo sapiens,83.774,Hetero 2-mer,N-Glycosylation,SV2A
,,,,,,,,,,,,,,Escherichia coli,Clostridium botulinum,49.456,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
8JLG,"Yamagata, A.",,,PMC11026379,38637505,2024-05-01,,8JLG,,experimental,,10.1038/s41467-024-47322-4,Structural basis for antiepileptic drugs and botulinum neurotoxin recognition of SV2A.,Spodoptera frugiperda,Homo sapiens,13.056,Hetero 2-mer,N-Glycosylation,SV2A
,,,,,,,,,,,,,,Escherichia coli,Clostridium botulinum,49.456,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
8JLH,"Yamagata, A.",,,PMC11026379,38637505,2024-05-01,,8JLH,,experimental,,10.1038/s41467-024-47322-4,Structural basis for antiepileptic drugs and botulinum neurotoxin recognition of SV2A.,Spodoptera frugiperda,Homo sapiens,83.774,"Hetero 4-mer, Homo 2-mer",N-Glycosylation,SV2A
,,,,,,,,,,,,,,Escherichia coli,Clostridium botulinum,49.456,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,N-Glycosylation,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
8JS8,"Yamagata, A.",,,PMC11026379,38637505,2024-05-01,,8JS8,,experimental,,10.1038/s41467-024-47322-4,Structural basis for antiepileptic drugs and botulinum neurotoxin recognition of SV2A.,Spodoptera frugiperda,Homo sapiens,83.774,Hetero 2-mer,N-Glycosylation,SV2A
,,,,,,,,,,,,,,Escherichia coli,Clostridium botulinum,49.456,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
8UOA,"Mittal, A., Martin, M.F., Levin, E., Adams, C., Yang, M., Ledecq, M., Horanyi, P.S., Coleman, J.A.",,,2696575,38898101,2024-05-22,,8UOA,,experimental,,10.1038/s41594-024-01335-1,Structures of synaptic vesicle protein 2A and 2B bound to anticonvulsants.,Homo sapiens,Homo sapiens,75.589,Hetero 2-mer,N-Glycosylation,SV2A
,,,,,,,,,,,,,,Escherichia coli,Lama glama,15.469,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,N-Glycosylation,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,N-Glycosylation,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
8UO9,"Mittal, A., Martin, M.F., Levin, E., Adams, C., Yang, M., Ledecq, M., Horanyi, P.S., Coleman, J.A.",,,2696575,38898101,2024-05-22,,8UO9,,experimental,,10.1038/s41594-024-01335-1,Structures of synaptic vesicle protein 2A and 2B bound to anticonvulsants.,Homo sapiens,Homo sapiens,75.589,Hetero 2-mer,N-Glycosylation,SV2A
,,,,,,,,,,,,,,Escherichia coli,Lama glama,15.469,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,N-Glycosylation,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,N-Glycosylation,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
,,,,,,,,,,,,,,,,,,,SV2A
4V11,"Zhang, N., Gordon, S.L., Fritsch, M.J., Esoof, N., Campbell, D., Gourlay, R., Velupillai, S., Macartney, T., Peggie, M., vanAalten, D.M.F., Cousin, M.A., Alessi, D.R.","0.1 M HEPES PH 7.5, 18 % PEG 3350, 0.05 M CACL2",,PMC4323530,25673844,2015-02-25,,4V11,,experimental,1.95,10.1523/JNEUROSCI.4248-14.2015,Phosphorylation of Synaptic Vesicle Protein 2A at Thr84 by Casein Kinase 1 Family Kinases Controls the Specific Retrieval of Synaptotagmin-1.,Escherichia coli BL21(DE3),Homo sapiens,17.095,Hetero 2-mer,,SV2A
,,,,,,,,,,,,,,,Homo sapiens,1.156,,,SV2A
,,,,,,,,,,,,,,,,,,,SLC10A1 
7PQG,"Goutam, K., Reyes, N.",,,PMC9242856,35545671,2022-05-18,,7PQG,1,experimental,,10.1038/s41586-022-04723-z,Structural basis of sodium-dependent bile salt uptake into the liver.,Escherichia coli K-12,Lama glama,14.988,Hetero 2-mer,,SLC10A1 
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,36.652,,,SLC10A1 
7VAE,"Asami, J., Shimizu, T., Ohto, U.",,,3485615,35580629,2022-05-25,,7VAE,4,experimental,,10.1038/s41586-022-04845-4,Structure of the bile acid transporter and HBV receptor NTCP.,Spodoptera frugiperda,Bos taurus,38.105,Hetero 3-mer,,SLC10A1 
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,26.575,,,SLC10A1 
,,,,,,,,,,,,,,Spodoptera frugiperda,Mus musculus,24.324,,,SLC10A1 
7FCI,"Park, J.H., Iwamoto, M., Yun, J.H., Uchikubo-Kamo, T., Son, D., Jin, Z., Yoshida, H., Ohki, M., Ishimoto, N., Mizutani, K., Oshima, M., Muramatsu, M., Wakita, T., Shirouzu, M., Liu, K., Uemura, T., Nomura, N., Iwata, S., Watashi, K., Tame, J.R.H., Nishizawa, T., Lee, W., Park, S.Y.",,,PMC9242859,35580630,2022-05-25,,7FCI,4,experimental,,10.1038/s41586-022-04857-0,Structural insights into the HBV receptor and bile acid transporter NTCP.,Spodoptera frugiperda,Homo sapiens,38.529,Hetero 3-mer,,SLC10A1 
,,,,,,,,,,,,,,Mus musculus,Mus musculus,23.383,,,SLC10A1 
,,,,,,,,,,,,,,Mus musculus,Mus musculus,27.418,,,SLC10A1 
7PQQ,"Goutam, K., Reyes, N.",,,PMC9242856,35545671,2022-05-18,,7PQQ,1,experimental,,10.1038/s41586-022-04723-z,Structural basis of sodium-dependent bile salt uptake into the liver.,Homo sapiens,Homo sapiens,36.652,Hetero 2-mer,,SLC10A1 
,,,,,,,,,,,,,,Escherichia coli,Lama glama,101.583,,,SLC10A1 
8RQF,"Liu, H., Zakrzewicz, D., Nosol, K., Irobalieva, R.N., Mukherjee, S., Bang-Soerensen, R., Goldmann, N., Kunz, S., Rossi, L., Kossiakoff, A.A., Urban, S., Glebe, D., Geyer, J., Locher, K.P.",,,,,2024-03-27,,8RQF,3,experimental,,,Cryo-EM structure of human NTCP-Bulevirtide complex,Homo sapiens,Homo sapiens,38.15,Hetero 5-mer,,SLC10A1 
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,25.198,,,SLC10A1 
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,23.481,,,SLC10A1 
,,,,,,,,,,,,,,Escherichia coli,Lama glama,13.118,,,SLC10A1 
,,,,,,,,,,,,,,,hepatitis B virus genotype C,5.136,,,SLC10A1 
7ZYI,"Liu, H., Irobalieva, R.N., Bang-Sorensen, R., Nosol, K., Mukherjee, S., Agrawal, P., Stieger, B., Kossiakoff, A.A., Locher, K.P.",,,PMC9343345,35726088,2022-07-13,,7ZYI,3,experimental,,10.1038/s41422-022-00680-4,Structure of human NTCP reveals the basis of recognition and sodium-driven transport of bile salts into the liver.,Homo sapiens,Homo sapiens,38.15,Hetero 4-mer,,SLC10A1 
,,,,,,,,,,,,,,Escherichia coli,Mus musculus,25.583,,,SLC10A1 
,,,,,,,,,,,,,,Escherichia coli,Mus musculus,23.418,,,SLC10A1 
,,,,,,,,,,,,,,Escherichia coli,Lama glama,13.118,,,SLC10A1 
,,,,,,,,,,,,,,,,,,,SLC1A5
6BAT,"Font, J., Scopelliti, A.J., Vandenberg, R.J., Boudker, O., Ryan, R.M.","50 mM citric acid
50 mM Disodium phosphate
100 mM Lithium sulfate
15-32 % PEG1000",,PMC5750217,29295993,2018-01-17,,6BAT,,experimental,3.4,10.1038/s41467-017-02444-w,Structural characterisation reveals insights into substrate recognition by the glutamine transporter ASCT2/SLC1A5.,Escherichia coli,Pyrococcus horikoshii OT3,44.311,Homo 3-mer,,SLC1A5
6BAV,"Font, J., Scopelliti, A.J., Vandenberg, R.J., Boudker, O., Ryan, R.M.","50 mM citric acid
50 mM Disodium phosphate
100 mM Lithium sulfate
15-23% PEG1000",,PMC5750217,29295993,2018-01-17,,6BAV,,experimental,3.7,10.1038/s41467-017-02444-w,Structural characterisation reveals insights into substrate recognition by the glutamine transporter ASCT2/SLC1A5.,Escherichia coli,Pyrococcus horikoshii OT3,44.257,Homo 3-mer,,SLC1A5
6BMI,"Font, J., Scopelliti, A.J., Vandenberg, R.J., Boudker, O., Ryan, R.M.","50 mM citric acid
50 mM Disodium phosphate
100 mM Lithium sulfate
15-32% PEG1000",,PMC5750217,29295993,2018-01-17,,6BMI,,experimental,3.9,10.1038/s41467-017-02444-w,Structural characterisation reveals insights into substrate recognition by the glutamine transporter ASCT2/SLC1A5.,Escherichia coli,Pyrococcus horikoshii OT3,44.257,Homo 3-mer,,SLC1A5
6MP6,"Yu, X., Han, S.",,,PMC6800002,31580259,2019-11-06,,6MP6,,experimental,,10.7554/eLife.48120,Cryo-EM structures of the human glutamine transporter SLC1A5 (ASCT2) in the outward-facing conformation.,Homo sapiens,Homo sapiens,56.639,Homo 3-mer,,SLC1A5
6BAU,"Font, J., Scopelliti, A.J., Vandenberg, R.J., Boudker, O., Ryan, R.M.","50 mM citric acid
50 mM Disodium phosphate
100 mM Lithium sulfate
15-23% PEG1000",,PMC5750217,29295993,2018-01-17,,6BAU,,experimental,3.8,10.1038/s41467-017-02444-w,Structural characterisation reveals insights into substrate recognition by the glutamine transporter ASCT2/SLC1A5.,Escherichia coli,Pyrococcus horikoshii OT3,44.257,Homo 3-mer,,SLC1A5
6MPB,"Yu, X., Han, S.",,,PMC6800002,31580259,2019-11-06,,6MPB,,experimental,,10.7554/eLife.48120,Cryo-EM structures of the human glutamine transporter SLC1A5 (ASCT2) in the outward-facing conformation.,Homo sapiens,Homo sapiens,56.639,Homo 3-mer,,SLC1A5
6RVX,"Garaeva, A.A., Guskov, A., Slotboom, D.J., Paulino, C.",,,PMC6668440,31366933,2019-08-07,,6RVX,,experimental,,10.1038/s41467-019-11363-x,A one-gate elevator mechanism for the human neutral amino acid transporter ASCT2.,Komagataella pastoris,Homo sapiens,57.522,Homo 3-mer,,SLC1A5
6RVY,"Garaeva, A.A., Guskov, A., Slotboom, D.J., Paulino, C.",,,PMC6668440,31366933,2019-08-07,,6RVY,,experimental,,10.1038/s41467-019-11363-x,A one-gate elevator mechanism for the human neutral amino acid transporter ASCT2.,Komagataella pastoris,Homo sapiens,57.522,Homo 3-mer,,SLC1A5
8OUI,"Khare, S., Kumar, A., Reyes, N.",,,111833,38671230,2024-05-01,,8OUI,3,experimental,,10.1038/s41594-024-01295-6,Receptor-recognition and antiviral mechanisms of retrovirus-derived human proteins.,Homo sapiens,Homo sapiens,57.897,"Hetero 4-mer, Homo 3-mer",,SLC1A5
,,,,,,,,,,,,,,Drosophila melanogaster,Homo sapiens,18.152,,,SLC1A5
8QRV,"Borowska, A., Rheinberger, J., Paulino, C., Slotboom, D.J.",,,PMC11297037,39095408,2024-08-14,,8QRV,,experimental,,10.1038/s41467-024-50888-8,Structural basis of the obligatory exchange mode of human neutral amino acid transporter ASCT2.,Komagataella pastoris,Homo sapiens,57.468,Monomer,,SLC1A5
8QRW,"Borowska, A., Rheinberger, J., Paulino, C., Slotboom, D.J.",,,PMC11297037,39095408,2024-08-14,,8QRW,,experimental,,10.1038/s41467-024-50888-8,Structural basis of the obligatory exchange mode of human neutral amino acid transporter ASCT2.,Komagataella pastoris,Homo sapiens,57.468,Monomer,,SLC1A5
7BCQ,"Garibsingh, R.A., Ndaru, E., Garaeva, A.A., Shi, Y., Zielewicz, L., Bonomi, M., Slotboom, D.J., Paulino, C., Grewer, C., Schlessinger, A.",,,PMC8449414,34507995,2021-09-22,,7BCQ,,experimental,,10.1073/pnas.2104093118,Rational design of ASCT2 inhibitors using an integrated experimental-computational approach.,Komagataella pastoris,Homo sapiens,56.639,Homo 3-mer,,SLC1A5
7BCS,"Garibsingh, R.A., Ndaru, E., Garaeva, A.A., Shi, Y., Zielewicz, L., Bonomi, M., Slotboom, D.J., Paulino, C., Grewer, C., Schlessinger, A.",,,PMC8449414,34507995,2021-09-22,,7BCS,,experimental,,10.1073/pnas.2104093118,Rational design of ASCT2 inhibitors using an integrated experimental-computational approach.,Komagataella pastoris,Homo sapiens,56.639,Homo 3-mer,,SLC1A5
7BCT,"Garibsingh, R.A., Ndaru, E., Garaeva, A.A., Shi, Y., Zielewicz, L., Bonomi, M., Slotboom, D.J., Paulino, C., Grewer, C., Schlessinger, A.",,,PMC8449414,34507995,2021-09-22,,7BCT,,experimental,,10.1073/pnas.2104093118,Rational design of ASCT2 inhibitors using an integrated experimental-computational approach.,Komagataella pastoris,Homo sapiens,56.639,Homo 3-mer,,SLC1A5
8QRO,"Borowska, A., Rheinberger, J., Paulino, C., Slotboom, D.J.",,,PMC11297037,39095408,2024-08-14,,8QRO,,experimental,,10.1038/s41467-024-50888-8,Structural basis of the obligatory exchange mode of human neutral amino acid transporter ASCT2.,Komagataella pastoris,Homo sapiens,57.468,Homo 3-mer,,SLC1A5
8QRP,"Borowska, A., Rheinberger, J., Paulino, C., Slotboom, D.J.",,,PMC11297037,39095408,2024-08-14,,8QRP,,experimental,,10.1038/s41467-024-50888-8,Structural basis of the obligatory exchange mode of human neutral amino acid transporter ASCT2.,Komagataella pastoris,Homo sapiens,57.468,Monomer,,SLC1A5
8QRQ,"Borowska, A., Rheinberger, J., Paulino, C., Slotboom, D.J.",,,PMC11297037,39095408,2024-08-14,,8QRQ,,experimental,,10.1038/s41467-024-50888-8,Structural basis of the obligatory exchange mode of human neutral amino acid transporter ASCT2.,Komagataella pastoris,Homo sapiens,57.468,Monomer,,SLC1A5
8QRR,"Borowska, A., Rheinberger, J., Paulino, C., Slotboom, D.J.",,,PMC11297037,39095408,2024-08-14,,8QRR,,experimental,,10.1038/s41467-024-50888-8,Structural basis of the obligatory exchange mode of human neutral amino acid transporter ASCT2.,Komagataella pastoris,Homo sapiens,57.468,Monomer,,SLC1A5
8QRS,"Borowska, A., Rheinberger, J., Paulino, C., Slotboom, D.J.",,,PMC11297037,39095408,2024-08-14,,8QRS,,experimental,,10.1038/s41467-024-50888-8,Structural basis of the obligatory exchange mode of human neutral amino acid transporter ASCT2.,Komagataella pastoris,Homo sapiens,57.468,Monomer,,SLC1A5
8QRU,"Borowska, A., Rheinberger, J., Paulino, C., Slotboom, D.J.",,,PMC11297037,39095408,2024-08-14,,8QRU,,experimental,,10.1038/s41467-024-50888-8,Structural basis of the obligatory exchange mode of human neutral amino acid transporter ASCT2.,Komagataella pastoris,Homo sapiens,57.468,Monomer,,SLC1A5
